TargetName	location
MECOM	chr3:169084853-169084902
SLC38A9	chr5:55669782-55669831
GLTP	chr12:109851104-109851153
MFSD14B	chr9:94456333-94458361,chr9:94454066-94458361
MAGEB18	chrX:26138941-26138990
FNDC8	chr17:35121890-35127066
STMND1	chr6:17130965-17131014
FAAP20	chr1:2193824-2193866
GTF2B	chr1:88860219-88860256
TRIM38	chr6:25972097-25973188
SNURF	chr15:24954974-24955008
ZNF808	chr19:52555137-52555172
XIRP2	chr2:167259228-167259277
DKC1	chrX:154777418-154777467
CMTR1	chr6:37462050-37462099
DNAJB13	chr11:73968355-73968404
POLR2F	chr22:37953772-37956781
ZNF518A	chr10:96159802-96159851
ZNF248	chr10:37833034-37833083
FBXL14	chr12:1566514-1566563
PRMT5	chr14:22922485-22922534
ARTN	chr1:43936995-43937029
GJE1	chr6:142133985-142134034
PRDX1	chr1:45514629-45514913
ZNF214	chr11:7020298-7020347
EEF2K	chr16:22225852-22225901
COLEC12	chr18:346887-346935
EIF3F	chr11:7995355-7995980
GNG3	chr11:62707882-62708295
OR10X1	chr1:158579392-158579438
OR13C5	chr9:104598783-104598832
SELENOM	chr22:31105088-31105122
NR4A1	chr12:52056060-52056094
CAPN11	chr6:44183206-44183724
GYPB	chr4:144120527-144120576,chr4:143880448-143880497,chr4:144001222-144001271
SH3D19	chr4:151149550-151159274
B4GALNT3	chr12:544429-544915
DERL3	chr22:23838622-23838744
THNSL1	chr10:25023935-25023984
PKD2L2	chr5:137925901-137935813
ZC3H7B	chr22:41332180-41332221
KRTAP10-12	chr21:44697627-44697661
STRN	chr2:36846768-36846817
RNF186	chr1:19814195-19814238
CNGB1	chr16:57901378-57901427
TCTE1	chr6:44286036-44286079
C2CD2L	chr11:119114210-119114244
CDRT4	chr17:15467463-15467502
HMG20B	chr19:3576278-3576558
PTX4	chr16:1486515-1486561
ELF5	chr11:34479802-34479851
HOXD1	chr2:176189389-176189428
SPAM1	chr7:123959582-123959626
PLIN2	chr9:19123616-19126121
PRR30	chr2:27139001-27139330
HPGDS	chr4:94299641-94302191
SLC17A1	chr6:25819914-25826499
REPS1	chr6:138943960-138944009
KRT18	chr12:52951564-52951598
CHRNA9	chr4:40337224-40337273
MSL2	chr3:136152357-136152406
NPY	chr7:24289545-24291677
SERPINA2	chr14:94364581-94366085
APPL2	chr12:105203784-105207098
CFAP77	chr9:132572830-132572879
SLC22A11	chr11:64569795-64569829
FGF22	chr19:643277-643316
SELP	chr1:169609537-169609586
RASL10B	chr17:35741039-35741073
RFXANK	chr19:19198190-19198227
NUCKS1	chr1:205750079-205750113
IFI35	chr17:43013268-43013306
CELA1	chr12:51328510-51328559
HLA-DOA	chr6:33004542-33004591
PNPT1	chr2:55680752-55680896
TSSC4	chr11:2402865-2402899
ABCF1	chr6:30583612-30583661
ABCC1	chr16:16090463-16090509
CELSR2	chr1:109252638-109252687
CFAP161	chr15:81138124-81143699
EPN1	chr19:55685398-55685434
ASIC3	chr7:151048376-151048418
TECPR1	chr7:98240946-98241098
CA10	chr17:51635930-51635979
TBC1D16	chr17:79947706-79947755
PLEKHB2	chr2:131125836-131125885
LTBR	chr12:6385080-6385114
OXCT1	chr5:41730913-41730962
CDC37L1	chr9:4706085-4706134
TLE4	chr9:79708245-79708636
ST3GAL5	chr2:85840305-85840354
COPS9	chr2:240136251-240136285
CTAGE9	chr6:131710869-131710918,chr7:144183603-144183652,chr7:143757510-143757559,chr7:144269102-144269151,chr7:143571917-143571966
FBXO2	chr1:11649138-11649175
UHRF2	chr9:6420999-6421046
DDX11	chr12:31096885-31096919
TRIP12	chr2:229880030-229880079
EIF5B	chr2:99394527-99394576
KRTAP9-1	chr17:41190513-41190553
ZNF385B	chr2:179443468-179444924
POLR2C	chr16:57471291-57471340
IDI1	chr10:1041310-1041359
CD8B	chr2:86853013-86853050,chr2:106496209-106496246
VWC2L	chr2:214414278-214414327
BTG2	chr1:203305610-203305644
KCNAB3	chr17:7922142-7922180
CAPRIN1	chr11:34089455-34090226
TRIM56	chr7:101089702-101089748
RHBDL2	chr1:38886646-38887974
DAW1	chr2:227898229-227898275
CCNYL1	chr2:207755720-207755769
IFT43	chr14:75988971-76022358
PLPP5	chr8:38267352-38267394,chr8:38267352-38267608,chr8:38267352-38267899
RHOV	chr15:40872767-40872816
CBLN4	chr20:55998683-55998732
SMYD4	chr17:1812050-1812099
MUC5AC	chr11:1168510-1168549
CYP1A1	chr15:74722425-74722474
F2	chr11:46726573-46726622
PHOSPHO1	chr17:49224829-49224863
ARL13A	chrX:100985803-100985852
SCLT1	chr4:129093226-129093260
SCGB1D2	chr11:62243320-62243372
HECW2	chr2:196240451-196240495
DHRS3	chr1:12568350-12568399
DPF2	chr11:65352749-65352798
CPN1	chr10:100081706-100081755
KCNJ13	chr2:232768375-232768424
SYN3	chr22:32512854-32512903
GANC	chr15:42278523-42278572
IL10RA	chr11:117988441-117988490
LRRC8A	chr9:128917905-128917954
PADI4	chr1:17347959-17348008
SIDT2	chr11:117192276-117192325
LYSMD3	chr5:90517568-90517617
PKDCC	chr2:42057855-42057904
PRMT3	chr11:20402964-20407939
PRDX4	chrX:23679236-23679275
SCRN1	chr7:29923234-29923283
MCU	chr10:72859277-72859326
SDC3	chr1:30872607-30872656
BTBD19	chr1:44808862-44810217
CD5L	chr1:157835893-157835942
MYADML2	chr17:81940391-81940429
BSPRY	chr9:113370115-113370159
TMEM269	chr1:42792836-42792871
ZNF436	chr1:23359575-23359624
PRR32	chrX:126821419-126821468
SLC8A3	chr14:70044881-70044930
GLS2	chr12:56471540-56471579
ARHGAP10	chr4:148072453-148072502
TOP3A	chr17:18301919-18301968
USH1C	chr11:17527228-17527277
MYPOP	chr19:45901473-45901511
TNFAIP2	chr14:103136790-103136839
PIP4K2A	chr10:22537006-22537055
GTPBP4	chr10:1014270-1014309
FAM228A	chr2:24190464-24190502
LILRA4	chr19:54333502-54333540
DXO	chr6:31970376-31970425
OCSTAMP	chr20:46541167-46541206
DEFB1	chr8:6877820-6877869
C6	chr5:41186155-41186204
NECAP1	chr12:8096331-8096380
SLC5A8	chr12:101187434-101187483
ADAMTS3	chr4:72309513-72311089
ZNF416	chr19:57571865-57571914
RSPO4	chr20:967290-967963
GCC1	chr7:127583280-127584170
OTUD6B	chr8:91071227-91071264
ST6GALNAC2	chr17:76565789-76565838
CHRFAM7A	chr15:30362393-30362427,chr15:32168324-32168358
POU5F1	chr6:31164416-31164462,chr8:127417084-127417130,chr10:68010019-68010065
OST4	chr2:27071378-27071427
CMC1	chr3:28319538-28319572
MXRA5	chrX:3317968-3320021
CASP5	chr11:105002062-105002100
FAM209A	chr20:56525873-56525915
MBNL3	chrX:132392182-132392231
LRRC4	chr7:128027898-128027947
NYX	chrX:41475279-41475328
DNAJC9	chr10:73245946-73245995
KIAA1614	chr1:180935979-180936020
PHKG1	chr7:56081142-56081176
SERINC5	chr5:80175039-80177355
RDH11	chr14:67685124-67685173
CYP8B1	chr3:42874408-42874457
PRR9	chr1:153219187-153219236
TMEM245	chr9:109033355-109033404
MRPS11	chr15:88467960-88467994
SEMG2	chr20:45224297-45224346
OPRD1	chr1:28863638-28863687
FAM161A	chr2:61826340-61826389
KLRB1	chr12:9607767-9607816
ZFYVE1	chr14:72969629-72969678
HLA-DOB	chr6:32815172-32815221
LCE6A	chr1:152842904-152842938
SLC6A8	chrX:153695769-153695815
PREB	chr2:27133196-27133238
ARHGAP29	chr1:94173964-94174010
C10orf88	chr10:122938137-122948675
CDHR1	chr10:84199033-84199068
CYP20A1	chr2:203296851-203296888
FOXP4	chr6:41565783-41565820
B4GALNT4	chr11:373065-373114
MGA	chr15:41748811-41748855
ADCY4	chr14:24319822-24319871
SLX4	chr16:3590250-3590299
PIP4P2	chr8:91021345-91021394
IGHG2	
RHNO1	chr12:2888017-2888066
ZC2HC1C	chr14:75071126-75071174
PPP1R2B	chr5:156850809-156850843
TLCD5	chr11:120330486-120330535
IFNW1	chr9:21141616-21141665
SOX9	chr17:72121407-72121441
GPR55	chr2:230909851-230909900
ZFAND2A	chr7:1158158-1158194
TLX3	chr5:171309558-171309592
TSC22D2	chr3:150409547-150409591
NIN	chr14:50763830-50763876
ADAP2	chr17:30923022-30926809,chr17:30923022-30926827,chr17:30923022-30931889
PTH2	chr19:49423356-49423392
DAND5	
TRMT10C	chr3:101561939-101561981
JTB	chr1:153976712-153976746
MFHAS1	chr8:8890267-8890316
DHX32	chr10:125838322-125838359
MYOZ3	chr5:150678770-150678819
SLC6A19	chr5:1219636-1221171
TSN	chr2:121765256-121765299
FXYD3	chr19:35119410-35121105
CWF19L2	chr11:107348999-107349048
GFM1	chr3:158666339-158681996
COX16	chr14:70359574-70359623
PSMC1	chr14:90269413-90269449
GP2	chr16:20311137-20311186
KCNA4	chr11:30013214-30013263
CEP170B	chr14:104886654-104886690
MOB1A	chr2:74172605-74172649
RALYL	chr8:84862416-84873295
TMEM9	chr1:201135226-201135275
PSAPL1	chr4:7430785-7430823
SLFN14	chr17:35552833-35552882
MYOCOS	chr1:171623923-171623957
COASY	chr17:42563976-42564010
MALL	chr2:110087595-110087644
WDR97	chr8:144109049-144109083
DHRS7C	chr17:9772909-9777228
TP53I13	chr17:29572330-29572364
IFT20	chr17:28330511-28331890
LAG3	chr12:6778249-6778295
ADGRF5	chr6:46858755-46858804
TRIM40	chr6:30137313-30137362
DYNC2I2	chr9:128636946-128636980
THBS2	chr6:169217029-169217078
ENTR1	chr9:136402697-136402746
KCNQ5	chr6:73111317-73111366
TRABD	chr22:50197912-50197952
RYR3	chr15:33644390-33644439
CRY2	chr11:45882556-45882605
DOCK3	chr3:51312034-51312479
EXOSC5	chr19:41391947-41392885
DAAM1	chr14:59340116-59340165
PIEZO1	chr16:88734935-88734982
PLLP	chr16:57258531-57258580
PLPPR1	chr9:101286173-101286207
THRB	chr3:24190145-24190190
GNAZ	chr22:23095414-23095456
CENPS	chr1:10442573-10442622
SLC9C1	chr3:112141112-112141161
C6orf132	chr6:42103387-42103436
MAPK3	chr16:30118127-30118361
EMILIN2	chr18:2891464-2891513
SLC7A5	chr16:87840431-87841056
ZNF507	chr19:32384514-32384563
GDF11	chr12:55748842-55748891
ADAMTS13	chr9:133440357-133440391
VPS51	chr11:65108848-65108887
MARCHF2	chr19:8438681-8438730
TIMM13	chr19:2426980-2427017
DDX58	chr9:32467925-32473016
WDR46	chr6:33287976-33288010
CORO6	chr17:29616798-29616847
DUSP16	chr12:12521147-12521196
KCTD21	chr11:78174050-78174099
PIK3R6	chr17:8828923-8828957
ELOVL7	chr5:60767825-60767874
RPTOR	chr17:80966183-80966232
NDUFAF3	chr3:49023085-49023120
NEK11	chr3:131029741-131029790
PPP1R26	chr9:135488122-135488159
NODAL	chr10:70435757-70435806
ARMH1	chr1:44698169-44698209
CENPW	chr6:126346246-126346282
MSS51	chr10:73424732-73425106
MAPK13	chr6:36139040-36139327
NUDCD3	chr7:44485238-44485533,chr7:44485238-44490411
MRPL23	chr11:1951011-1952154
ZSCAN22	chr19:58340124-58340173
C5orf51	chr5:41920625-41920661
EIF1B	chr3:40309847-40309896
VXN	chr8:66517835-66517884
PLD5	chr1:242089463-242089512
TSNARE1	chr8:142331789-142331823
PAFAH2	chr1:25961253-25961302
XBP1	chr22:28797124-28797161
IFT46	chr11:118544974-118545420
VASH2	chr1:212988569-212988618
NT5DC1	chr6:116110952-116115735
BUD31	chr7:99416199-99416233
PLEKHA1	chr10:122393283-122393332
RSKR	chr17:28613282-28613319
SMS	chrX:21985202-21992624
RPS5	chr19:58393132-58393170
BPIFC	chr22:32445901-32445950
ZSCAN1	chr19:58054313-58054362
TMEM273	chr10:49166977-49167920
INSYN2A	chr10:127136807-127136856
C3orf62	chr3:49269927-49269976
BTN3A2	chr6:26373295-26374347
FAM110D	chr1:26161566-26161600
DPM2	chr9:127936590-127936639
ITGA11	chr15:68357237-68357286
CPSF2	chr14:92161168-92161217
ARRDC1	chr9:137612946-137612980
NEB	chr2:151567417-151567466
POLR1G	chr19:45407189-45407226
TEFM	chr17:30900428-30900477
LYSMD4	chr15:99728525-99728574
SGSH	chr17:80214618-80214655
ATIC	chr2:215346783-215346831
CADPS2	chr7:122407601-122407650
ZNF559	chr19:9343296-9343345
TLCD3B	chr16:30025789-30026625
C4orf33	chr4:129102637-129102686
PTPN20	chr10:46999928-46999962
FEZ1	chr11:125489497-125489531
C8orf86	chr8:38510858-38510907
ETDC	chrX:135309624-135309658
ARHGEF3	chr3:56729107-56729156
RNF4	chr4:2513684-2513733
SLC25A19	chr17:75273455-75273502
EIF1AX	chrX:20135781-20135816
CYGB	chr17:76531086-76531122
CHD9	chr16:53292934-53292983
MEGF6	chr1:3488813-3488861
SLC2A4	chr17:7287070-7287119
DOK1	chr2:74556603-74556642
DENND4A	chr15:65696390-65696439
VIPR2	chr7:159031867-159031984
OSTM1	chr6:108043236-108043285
MMP28	chr17:35778927-35778961
UXT	chrX:47651887-47652121
PLAAT2	chr11:63552895-63552944
SLC2A2	chr3:170996507-170996556
PPM1L	chr3:161068958-161069007
TCIM	chr8:40153709-40153758
NAPG	chr18:10549065-10550094
LRRC47	chr1:3780258-3780307
CD209	chr19:7742788-7742837
TMEM150C	chr4:82496127-82496176
CCR10	chr17:42679446-42679480
FAM3B	chr21:41348681-41357112
TMEM109	chr11:60923276-60923325
DDX10	chr11:108940586-108940629
ATXN7L3B	chr12:74538781-74538830
ITGB1BP1	chr2:9406837-9406886
C20orf27	chr20:3754469-3754509
ERRFI1	chr1:8015539-8015588
IL9R	chrX:156003697-156003737,chrY:57190217-57190257
P2RY1	chr3:152835917-152835966
SRSF4	chr1:29148089-29148138
TPCN1	chr12:113276937-113276986
OSBPL8	chr12:76369721-76369770
SRSF8	chr11:95067766-95067800
ZNF485	chr10:43617070-43617119
TAX1BP1	chr7:27828926-27828975
TCP10L3	chr6:167378006-167378040,chr6:167177049-167177083
FKBP14	chr7:30014238-30014273
DCTN2	chr12:57535783-57535832
MAGI3	chr1:113685438-113685487
PTPRN	chr2:219303788-219303826
EYA2	chr20:47005049-47016189
SUSD2	chr22:24187431-24187590
ABL2	chr1:179117480-179118599
SAP30BP	chr17:75706721-75706770
PPP1R3G	chr6:5086594-5086628
KLHL4	chrX:87517862-87517911
CACNA1B	chr9:138047425-138049224
HSD3B7	chr16:30989031-30989080
DCAKD	chr17:45023410-45023459
SUSD1	chr9:112098570-112098619
LY6G5C	chr6:31677055-31677104
SPEM3	chr17:7431453-7431487
EFEMP2	chr11:65867049-65867879
TBL3	chr16:1975696-1975838
CRYGA	chr2:208160776-208160825
HSF1	chr8:144311556-144311590
GRM6	chr5:178979840-178979889
GUCA1C	chr3:108916201-108920471
RASL12	chr15:65054167-65054216
PPP4R4	chr14:94176097-94208482
PTPRN2	chr7:158205218-158205258
OR1B1	chr9:122628906-122628955
FARP2	chr2:241413333-241413369
PSMG4	chr6:3263711-3263745
LRPAP1	chr4:3518895-3518933
TUBGCP5	chr15:23008709-23008745
MDH1B	chr2:206757001-206757246
RCSD1	chr1:167704879-167704928
LZTS3	chr20:3165059-3165093
SFTA2	chr6:30931730-30931779
MARCHF1	chr4:163528451-163528500
IL13RA1	chrX:118791808-118791857
PTHLH	chr12:27963539-27963588
PPIP5K1	chr15:43534114-43534163
DDX18	chr2:117824654-117824703
IGFLR1	chr19:35739299-35739333
ME3	chr11:86465148-86465197
COPS7A	chr12:6731320-6731369
CDRT15	chr17:14236390-14236424,chr17:14024923-14024957
FMNL1	chr17:45236200-45237285
TIE1	chr1:43317332-43317370
SMKR1	chr7:129512586-129512635
SPINT1	chr15:40855980-40856029
OVCH1	chr12:29496228-29496277
LRIF1	chr1:110948208-110948257
TXLNB	chr6:139288885-139291941
REN	chr1:204160641-204161303
LURAP1L	chr9:12775105-12775154
IL7	chr8:78798204-78804957
IGF1	chr12:102419554-102419588
SLC12A8	chr3:125107789-125107823
CD164L2	chr1:27380127-27380167
YJEFN3	chr19:19535050-19535084
FAM177A1	chr14:35078938-35078987
LRRC38	chr1:13475380-13475429
SRP9	chr1:225777976-225778010
ALDH18A1	chr10:95606719-95606768
IRAK1	chrX:154012602-154012642
CARD17	chr11:105099370-105099419
BPIFB1	chr20:33303059-33303986
PAPSS1	chr4:107693842-107693891
MATN2	chr8:98016561-98016610
SGCB	chr4:52029689-52029732
CXorf51B	chrX:146809771-146809805
SRD5A2	chr2:31533714-31533748
FAM241A	chr4:112186723-112186757
EIF2AK3	chr2:88593318-88593352
TMEM132B	chr12:125656461-125656510
ATP1B2	chr17:7653855-7653898
RAP2C	chrX:132214375-132214424
ZZEF1	chr17:4042431-4042480
BAX	chr19:48956238-48956287
MARF1	chr16:15624777-15624826
MAPKAPK3	chr3:50640453-50640502
BRD3OS	chr9:134026940-134026974
ZSWIM9	chr19:48197390-48197424
NKRF	chrX:119590515-119590564,chrX:119590517-119590566
RNF148	chr7:122702396-122702445
EIF1AD	chr11:65996732-65996781
PFN3	chr5:177400172-177400206
MTF2	chr1:93115058-93115488
FRMPD4	chrX:12721624-12721673
USP6	chr17:5133940-5133989
OR10G8	
CXCR4	chr2:136114638-136114687
GRM8	chr7:126769879-126769928
LDLRAD3	chr11:36227138-36227187
MZT2B	chr2:130190498-130190534
ACER2	chr9:19434982-19435031
SSTR5	chr16:1079094-1079140
ECT2L	chr6:138842990-138843039
MGAT5B	chr17:76925089-76926626
TTF2	chr1:117060463-117060502
DOP1A	chr6:83125624-83125673
CDK17	chr12:96289199-96289248
IGFL4	chr19:46039836-46039885
PGBD4	chr15:34102735-34102784
C1R	chr12:7085959-7085994
F11	chr4:186271757-186273105
TAS2R50	chr12:10986334-10986383
TRNT1	chr3:3129086-3129120
ROMO1	chr20:35699726-35699763
DEPP1	chr10:44976826-44976875
OR10H3	
TIMELESS	chr12:56429086-56430139
GPR63	chr6:96798519-96798568
COQ2	chr4:83269937-83269986
CRABP2	chr1:156699761-156699798
TMEM95	chr17:7355321-7355367
H2AC21	chr1:149887637-149887671
UHRF1BP1	chr6:34876272-34876321
CARD14	chr17:80198486-80198528
FAM237B	chr7:90318034-90318069
ATXN3	chr14:92070971-92071009
B3GALT2	chr1:193186039-193186088
NLRX1	chr11:119179785-119179827
PLCL2	chr3:17014804-17014853
H3C3	chr6:26045398-26045433
WEE1	chr11:9577145-9577194
ARF3	chr12:48939745-48940011
ALOX15	chr17:4631608-4631642
DRC1	chr2:26450085-26450640
NTNG2	chr9:132166624-132166673
MAL2	chr8:119244811-119244860
APOL5	chr22:35726744-35726793
FBXL13	chr7:102913186-102926293
CEP104	chr1:3829978-3831075
GCNT3	chr15:59619655-59619704
SAR1A	chr10:70151126-70151175
JMJD1C	chr10:63209097-63209146
TMEM107	chr17:8174223-8174272
RHPN1	chr8:143378809-143378942
SAYSD1	chr6:39105064-39105113
DDX4	chr5:55785475-55785758
BBS2	chr16:56511272-56514489
ZNF439	
TAFA3	chr1:112726800-112726849
SNX8	chr7:2275159-2275206
TRIM74	chr7:75404961-75404995,chr7:73318896-73318930,chr7:72960095-72960129
CMA1	chr14:24505639-24506046
NRSN1	chr6:24145872-24145911
FCER1G	chr1:161215337-161217997
WFDC5	chr20:45109677-45109724
CALML5	chr10:5499347-5499384
CFHR2	chr1:196958999-196959048
CLC	chr19:39735009-39735043
USB1	chr16:58010062-58010106
PCDH9	chr13:67225448-67225497
KCNJ6	chr21:37714287-37714336
RNF41	chr12:56205325-56205374
UNC119	chr17:28548602-28548637
POU1F1	chr3:87276347-87276392
IFNA14	chr9:21239855-21239899
PTGDR2	chr11:60851950-60851998
BEST4	chr1:44784751-44784914
TM2D2	chr8:38993632-38995338
HSPH1	chr13:31152947-31154677,chr13:31151187-31154677
INAVA	chr1:200911470-200911511
SLC25A2	chr5:141303850-141303887
CASTOR3	chr7:100202123-100202172
TACR1	chr2:75051400-75053606
SLC27A2	chr15:50235921-50235970
DYNLT2	chr6:169744211-169744260
SPACA5	chrX:48004387-48007735
GDF5	chr20:35438043-35438090
YES1	chr18:756684-756733
ISG20L2	chr1:156724148-156724182
KIAA1958	chr9:112574638-112574687
THUMPD1	chr16:20736965-20736999
SRRD	chr22:26484050-26484091
TESC	chr12:117049058-117049092
WSCD1	chr17:6122422-6122471
ZNF425	chr7:149105489-149105538
SLC1A5	chr19:46782415-46782460
RNF11	chr1:51270123-51271197
TSGA10	chr2:99105609-99105658
SPOCD1	chr1:31796629-31796666
PDZRN3	chr3:73383422-73383471
POLR3K	chr16:47351-47394
SULT1C3	chr2:108253366-108253415
MRPL54	chr19:3765211-3765245
CYB5R1	chr1:202962073-202962122
WNT7B	chr22:45923114-45923148
ITIH4	chr3:52820706-52820755
ROR1	chr1:64137436-64137485
FMO4	chr1:171324161-171324205
TBX1	chr22:19763292-19763336
SPATA31E1	chr9:87886179-87886218
DAXX	chr6:33319510-33319559
PPP5C	chr19:46384903-46387120
TIMM29	chr19:10929853-10929902
ZBTB20	chr3:114339338-114339375
RAB18	chr10:27537964-27537998
ZNF674	chrX:46500226-46500270
PPM1K	chr4:88268207-88268256
RBPJL	chr20:45312375-45313490
TMEM178A	chr2:39717105-39717154
TRAPPC6B	chr14:39148342-39148391
CDH18	chr5:19721431-19721466
LY6L	chr8:143082426-143082460
ALG6	chr1:63438354-63438403
CMTM8	chr3:32367872-32367914
ITGB1BP2	chrX:71305240-71305289
ACTR3B	chr7:150284816-150286386,chr7:152823496-152825059
OR4C15	chr11:55554593-55554642
NUP107	chr12:68713777-68715644
TPCN2	chr11:69085912-69086553
CNTN1	chr12:40939385-40939419
PHC3	chr3:170149198-170163051,chr3:170149198-170171375
WFDC9	chr20:45610145-45610194
NDRG4	chr16:58513516-58513565
TYW1	chr7:66998867-66998916
TRPM1	chr15:31070104-31070141
GSX2	chr4:54100408-54100450
SLURP1	chr8:142741175-142741209
HOXB5	
INTS2	chr17:61889860-61891527
H4C2	chr6:26027110-26027145
CYP2C18	chr10:94735592-94735641
PROSER1	chr13:39013313-39013362
NELFB	chr9:137272199-137272522
PLA2G4B	chr15:41838881-41840158
CLDN25	chr11:113780132-113780172
GPR89A	chr1:147992907-147992956,chr1:145670030-145670079
ME2	chr18:50916180-50916229
TSPAN18	chr11:44930531-44930580
TGFBR2	chr3:30674204-30688390
CENPP	chr9:92613075-92613109
VANGL1	chr1:115683996-115684030
SMC1A	chrX:53403635-53403788
METTL21C	chr13:102690878-102690927
ARRB1	chr11:75278712-75281091
DCSTAMP	chr8:104349014-104349063
GATC	chr12:120461518-120461567
CDH23	chr10:71645938-71646460
CRIP1	chr14:105488483-105488668
GZMB	chr14:24631884-24631933
XPC	chr3:14148900-14152335
DUSP1	chr5:172769016-172769053
HOXC9	
STARD7	chr2:96186449-96186498
FAXDC2	chr5:154830848-154830897
FUT3	chr19:5844474-5844508
EIF4G2	chr11:10802180-10802313
DKK4	chr8:42374157-42374195
RPL31	chr2:101005969-101006007,chr1:161684930-161684968
CNN1	chr19:11546962-11547826
GDPD1	chr17:59220663-59220712
TST	chr22:37011169-37011203
BSCL2	chr11:62705328-62705377
PRELP	chr1:203490833-203490882
CTXN3	chr5:127653393-127657441
CEP120	chr5:123382790-123382839
SYNGR4	chr19:48373747-48375654
ZSWIM1	chr20:45884211-45884259
CCDC15	chr11:124993211-125003881
PIGZ	chr3:196946930-196946979
COX11	chr17:54963366-54963415
PRSS23	chr11:86808543-86808577
SLC9A8	chr20:49864797-49874706,chr20:49864797-49880925,chr20:49864797-49877982
RPL10	chrX:154400977-154401014
SFTA3	chr14:36473802-36473851
TNP2	chr16:11267919-11267968
ABCD4	chr14:74290377-74290411
CACTIN	chr19:3614513-3614553
TPP2	chr13:102622939-102622988
SHROOM1	chr5:132824086-132824125
FABP4	chr8:81478822-81478869
MYCBP2	chr13:77118517-77121419,chr13:77099011-77121419,chr13:77103308-77121419,chr13:77118493-77121419
CLEC2B	chr12:9854414-9854448
CCN6	chr6:112068286-112068322
ACSM1	chr16:20661862-20669864
JAK3	chr19:17837170-17837208
IFIT2	chr10:89307827-89307876
ATP5MG	chr11:118401631-118401668
H2AC6	chr6:26124515-26124549
MOSPD2	chrX:14916252-14916301
JUP	chr17:41764939-41764984
HTR3E	chr3:184106759-184106808
GAST	chr17:41715810-41715847
SPG7	chr16:89530683-89530732
FBXW11	chr5:171862380-171862429
CASP8AP2	chr6:89863554-89863603
ETF1	chr5:138507516-138507565
OR56A5	chr11:5967981-5968030
ESYT1	chr12:56133612-56133661
METAP2	chr12:95513829-95513878
ELAVL4	chr1:50144974-50145023
CCDC124	chr19:17943596-17943634
LY75	chr2:159804821-159804870
F9	chrX:139551233-139560758
USP46	chr4:52596530-52596579
ALOXE3	chr17:8111442-8111491
OR3A2	chr17:3278024-3278073
HS2ST1	chr1:87072977-87073022
SNAPC1	chr14:61762515-61762549
ZSCAN12	chr6:28382359-28382408
NCOA2	chr8:70159646-70162753
ABI3BP	chr3:100846412-100847616
